sport,date,game_id,closing_moneyline_odds,home_moneyline_odds,away_moneyline_odds,closing_spread_odds,closing_total_odds,closing_q1_odds,closing_f5_odds,closing_home_over_odds,closing_corners_odds,closing_btts_odds,closing_spread_line,closing_total_line,odds_over_under,odds_source_provider,draw_moneyline_odds
ncaa_baseball,2026-03-21,6542130,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542175,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542206,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542236,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542307,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542354,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542447,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542506,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542648,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542722,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542723,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542764,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542878,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542925,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543011,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543111,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543197,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543199,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543365,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543489,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543614,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543748,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543844,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543921,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543988,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6544073,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6544256,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6544622,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6544737,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6544883,,,,,,,,,,,,,,,
